Id,Predicted
0,74135.1
1,42108.1
2,100946.9
3,196336.7
4,98600.6
5,274587.0
6,63085.9
7,366693.5
8,68014.6
9,84316.9
10,63491.6
11,50270.5
12,90579.8
13,922414.2
14,39655.4
15,57461.6
16,61250.4
17,129074.2
18,460060.5
19,19825.2
20,79290.1
21,81251.3
22,27334.9
23,47800.7
24,91713.6
25,78957.2
26,33310.7
27,165720.4
28,67790.9
29,606687.0
30,40005.0
31,22977.9
32,277328.2
33,106456.9
34,57563.2
35,241904.2
36,187962.8
37,23042.2
38,171932.2
39,140695.0
40,110311.4
41,15504.5
42,491403.1
43,64706.6
44,112260.1
45,682167.5
46,182296.7
47,43242.4
48,520308.4
49,55598.7
50,57005.1
51,144909.9
52,203204.0
53,46381.6
54,75885.3
55,128392.9
56,93814.8
57,38710.3
58,73924.9
59,75185.7
60,53911.7
61,352056.9
62,60497.9
63,58786.9
64,103855.2
65,270428.2
66,97700.0
67,28262.4
68,77594.2
69,82081.2
70,90739.7
71,63284.5
72,95593.4
73,98561.9
74,56433.0
75,63631.1
76,249822.0
77,38810.7
78,198016.8
79,56492.8
80,51175.1
81,58407.5
82,33198.3
83,28060.4
84,130313.8
85,213252.0
86,24736.4
87,45936.1
88,198049.7
89,60405.3
90,68885.5
91,59341.7
92,109969.0
93,154270.0
94,51623.1
95,44494.4
96,52386.2
97,35532.3
98,111585.9
99,153099.6
100,80387.9
101,39963.2
102,49177.7
103,57801.0
104,53532.8
105,68057.9
106,22026.6
107,20648.8
108,396964.1
109,95576.5
110,218098.5
111,71950.6
112,133113.5
113,60603.1
114,196595.3
115,49077.0
116,336176.0
117,79123.1
118,145131.6
119,14881.2
120,29811.1
121,83510.4
122,68708.1
123,167869.2
124,12647.2
125,197261.0
126,177485.8
127,71970.1
128,25173.9
129,12941.6
130,275058.0
131,21661.9
132,129269.5
133,47556.1
134,225574.7
135,79993.3
136,55274.8
137,80332.2
138,24494.0
139,80333.6
140,87542.7
141,85982.9
142,65055.7
143,80255.7
144,78761.6
145,169481.5
146,126802.2
147,20643.4
148,72652.1
149,82348.4
150,63083.1
151,220017.5
152,23647.5
153,172072.0
154,117666.4
155,164771.4
156,251323.3
157,55900.6
158,90150.4
159,58356.1
160,36261.3
161,233138.0
162,75062.2
163,119100.1
164,52310.5
165,157927.7
166,186810.4
167,87367.6
168,66211.4
169,23231.4
170,72562.1
171,35316.7
172,119800.9
173,159034.9
174,72891.9
175,61584.9
176,45219.0
177,24276.1
178,116790.4
179,83021.6
180,282428.3
181,98467.7
182,21917.7
183,28516.2
184,179764.5
185,67846.7
186,140097.6
187,67428.9
188,177168.3
189,525048.4
190,121229.2
191,37215.6
192,46501.8
193,18985.2
194,182437.5
195,145355.4
196,145272.0
197,399680.0
198,105825.8
199,185747.5
200,39731.6
201,60889.1
202,137710.8
203,197085.8
204,72870.5
205,63599.9
206,87275.9
207,155880.1
208,209053.8
209,17050.5
210,128189.5
211,55204.3
212,45168.3
213,74348.4
214,83406.3
215,76822.9
216,153339.5
217,51870.5
218,311483.6
219,543750.1
220,24372.0
221,87851.6
222,61755.7
223,33101.0
224,833084.2
225,52941.6
226,67253.7
227,96409.6
228,189463.1
229,42982.3
230,19893.1
231,136441.7
232,93357.8
233,46905.0
234,61209.0
235,123506.7
236,79278.5
237,111600.3
238,72758.8
239,160411.4
240,236511.8
241,64137.6
242,117126.5
243,96143.7
244,61179.2
245,42242.7
246,43730.6
247,164616.5
248,60903.1
249,59021.6
250,18838.5
251,151403.7
252,173519.4
253,58691.9
254,47028.9
255,77127.4
256,146711.7
257,3638.5
258,63025.6
259,95091.8
260,64941.8
261,171891.3
262,72109.4
263,134394.2
264,92072.4
265,527857.6
266,74771.8
267,42829.8
268,48893.3
269,92977.8
270,20011.8
271,66225.1
272,89458.2
273,97182.4
274,31038.4
275,60063.4
276,77243.9
277,113829.4
