Id,Predicted
0,163910.8
1,370550.8
2,177961.0
3,158486.8
4,66942.3
5,133848.1
6,39674.9
7,42401.6
8,71568.6
9,109665.3
10,96588.3
11,98756.7
12,25463.7
13,95411.0
14,269784.5
15,53967.3
16,19434.6
17,62602.6
18,66885.5
19,122599.5
20,993848.4
21,149032.0
22,74310.6
23,51607.8
24,370424.6
25,60969.0
26,86610.6
27,59939.9
28,84774.7
29,86108.2
30,39813.7
31,324330.2
32,376355.3
33,123581.7
34,52846.9
35,39463.0
36,57783.0
37,26013.6
38,34966.8
39,119966.7
40,72403.0
41,23225.3
42,116188.4
43,54837.2
44,93055.2
45,78092.0
46,207547.2
47,124731.0
48,157261.4
49,66247.3
50,33484.2
51,18093.1
52,84693.5
53,52408.9
54,28258.7
55,79053.0
56,182021.8
57,67590.1
58,104523.1
59,41391.2
60,811091.6
61,249811.2
62,45902.5
63,871827.1
64,77681.5
65,146659.7
66,98713.8
67,16269.8
68,149288.3
69,75745.5
70,78681.4
71,329573.5
72,123371.0
73,178547.8
74,263010.9
75,63821.5
76,52019.5
77,294447.8
78,68875.5
79,81793.3
80,106852.6
81,147628.9
82,109171.1
83,151303.6
84,90145.4
85,67508.5
86,58910.2
87,59722.7
88,141805.7
89,75181.6
90,84304.2
91,72690.4
92,-3825.9
93,89121.8
94,76450.5
95,127565.4
96,143686.8
97,105127.8
98,55834.5
99,34660.7
100,55688.1
101,55923.2
102,22924.6
103,120329.5
104,66249.5
105,62188.0
106,52345.8
107,38376.7
108,61240.7
109,40942.0
110,45564.9
111,44550.3
112,68262.2
113,57453.6
114,44388.1
115,97972.1
116,50676.3
117,11603.4
118,74648.2
119,15979.1
120,66001.1
121,136207.5
122,67017.4
123,140593.0
124,77266.0
125,52840.1
126,168894.5
127,139240.1
128,34071.7
129,236861.9
130,70929.3
131,867038.5
132,87526.2
133,18504.9
134,21652.3
135,87559.2
136,519837.2
137,24789.2
138,39762.1
139,92475.3
140,63935.8
141,52351.2
142,43211.8
143,97945.7
144,106611.6
145,236877.8
146,32967.9
147,63715.3
148,338416.7
149,129458.6
150,91960.7
151,98698.9
152,90259.1
153,253828.9
154,282595.7
155,44794.6
156,218912.9
157,102463.9
158,81209.0
159,32200.2
160,794619.5
161,97450.3
162,75972.5
163,16970.4
164,46354.4
165,74591.0
166,177049.9
167,67524.6
168,20616.5
169,50015.9
170,15084.2
171,55739.9
172,82902.2
173,223336.8
174,94652.1
175,26192.4
176,31421.5
177,62003.2
178,48857.5
179,66943.7
180,41132.2
181,20787.7
182,58457.4
183,79182.3
184,64961.1
185,55747.6
186,40396.7
187,118631.6
188,100895.0
189,23145.2
190,158998.9
191,112484.9
192,173099.8
193,61849.4
194,203415.6
195,119211.2
196,75231.7
197,78284.2
198,24894.3
199,74507.3
200,88710.0
201,199796.0
202,118188.0
203,189851.1
204,84480.5
205,46165.4
206,54586.9
207,51899.0
208,123390.2
209,68343.3
210,81241.9
211,171889.7
212,181526.1
213,72505.7
214,58301.8
215,170817.4
216,113559.8
217,64466.8
218,66120.0
219,64976.9
220,180206.9
221,139950.0
222,32240.5
223,259402.6
224,132331.5
225,58752.9
226,71787.1
227,168626.1
228,53717.0
229,53044.0
230,65785.8
231,67274.9
232,98006.2
233,112246.4
234,35180.5
235,169083.2
236,235603.2
237,124646.8
238,128753.8
239,197759.1
240,293586.7
241,42360.7
242,82855.6
243,209671.6
244,67619.0
245,314821.8
246,77479.5
247,112610.2
248,27045.5
249,57049.1
250,12296.8
251,863003.4
252,95842.2
253,39799.9
254,63794.6
255,87206.0
256,-20726.9
257,52956.6
258,273737.0
259,129451.5
260,67328.0
261,82647.7
262,82524.3
263,84796.5
264,146082.9
265,58738.9
266,210893.2
267,62488.7
268,90325.6
269,169624.2
270,83294.4
271,89209.7
272,12157.2
273,104494.3
274,258242.5
275,86385.2
276,144808.1
277,113110.4
278,71837.8
279,32995.9
280,201441.5
281,40662.9
282,85750.2
283,48064.0
284,59085.8
285,53362.8
286,111016.0
287,12956.3
288,47900.8
289,211408.8
290,7839.0
291,42533.2
292,79687.2
293,105981.3
294,95447.2
295,38090.9
296,55636.0
297,22562.7
298,77635.6
299,123963.0
300,109948.8
301,390589.6
302,89608.7
303,46408.3
304,79509.4
305,105672.5
306,13577.7
307,63507.6
308,72003.8
309,65099.4
310,500211.7
311,121370.7
312,92633.5
313,79914.3
314,57797.2
315,48119.1
316,88114.7
317,103769.3
318,78118.2
319,98128.6
320,127379.6
321,108325.2
322,24305.0
323,101222.5
324,152756.2
325,275488.0
326,133959.3
327,54328.8
328,56946.1
329,117419.1
330,33697.3
331,118660.8
332,59958.0
333,55680.4
334,215249.8
335,59569.3
336,154592.7
337,90158.7
338,90461.6
339,101485.5
340,113809.2
341,82384.1
342,218313.7
343,60270.3
344,70640.3
345,19175.0
346,130370.7
347,13997.4
348,53382.7
349,67643.2
350,136005.8
351,168426.8
352,26373.3
353,13269.8
354,217082.6
355,183732.7
356,64094.1
357,558681.0
358,80738.5
359,107375.4
360,84129.1
361,109475.8
362,217318.1
363,50360.6
364,187339.0
365,199405.3
366,174571.9
367,59862.0
368,62450.3
369,61369.2
370,91811.2
371,26336.5
372,87899.5
373,60351.7
374,76125.0
375,96912.7
376,82233.4
377,149036.5
378,104053.2
379,78813.5
380,44755.9
381,58944.8
382,221909.7
383,124540.6
384,18379.7
385,22170.5
386,78680.7
387,28108.8
388,85335.2
389,83487.7
390,194060.2
391,77657.7
392,53008.5
393,111929.8
394,95918.1
395,73489.2
396,426822.7
397,149442.5
398,64389.2
399,212448.3
400,30800.4
401,68559.9
402,239046.2
403,11108.8
404,46876.3
405,328402.3
406,57889.2
407,30475.8
408,119862.6
409,61050.5
410,80479.5
411,88243.5
412,25068.9
413,115148.1
414,21660.0
415,114189.0
416,67728.4
417,30087.8
418,102820.9
419,88165.8
420,73418.7
421,-3985.1
422,121863.8
423,85848.7
424,82430.8
425,77970.0
426,76789.1
427,88785.6
428,467267.8
429,15839.6
430,177412.0
431,224494.7
432,99733.3
433,67164.0
434,378849.4
435,181526.1
436,44126.6
437,80273.1
438,15874.0
439,53697.4
440,38967.2
441,105468.3
442,139163.4
443,61077.9
444,154253.2
445,131877.8
446,75000.4
447,56100.3
448,84229.5
449,41460.2
450,59955.0
451,54635.6
452,54206.2
453,78578.1
454,81011.1
455,48755.2
456,61408.3
457,94953.7
458,67608.6
459,155270.7
460,39478.2
461,90418.9
462,306257.2
463,55943.5
464,53330.5
465,60308.1
466,59813.1
467,231352.7
468,161191.5
469,217419.6
470,60414.7
471,116065.2
472,80156.5
473,141561.8
474,76433.1
475,178662.5
476,64935.7
477,81462.2
478,159335.4
479,141794.1
480,109593.4
481,79204.8
482,159882.4
483,142285.0
484,68437.2
485,249187.4
486,182362.9
487,81995.6
488,91924.3
489,30817.8
490,130550.8
491,88256.2
492,163659.0
493,105394.2
494,66875.7
495,76278.9
496,58425.0
497,55831.9
498,37452.0
499,57932.2
500,21215.1
501,38357.5
502,57265.1
503,57379.5
504,193007.1
505,80631.8
506,80341.4
507,176564.7
508,16083.5
509,100971.4
510,81230.8
511,143068.0
512,89675.3
513,70273.2
514,159786.4
515,258169.9
516,75450.2
517,59563.4
518,26742.5
519,78691.0
520,20911.6
521,56822.0
522,83118.6
523,126529.5
524,104230.3
525,265754.2
526,77504.0
527,66528.1
528,25522.6
529,12080.3
530,89529.1
531,88106.2
532,82591.3
533,58813.4
534,90861.6
535,115718.6
536,171152.9
537,93380.5
538,131648.5
539,93552.7
540,60702.0
541,312728.6
542,76579.8
543,100819.6
544,72426.8
545,60410.6
546,139717.0
547,60814.6
548,63115.9
549,51759.1
550,16333.7
551,120868.3
552,148805.6
553,202190.8
554,14663.5
555,88995.5
556,63476.3
557,59561.1
558,120698.7
559,43031.3
560,82825.5
561,92551.1
562,226581.2
563,62639.1
564,61899.4
565,4542.2
566,45364.0
567,70266.5
568,175891.2
569,51586.9
570,123246.6
571,62994.9
572,72154.2
573,40369.1
574,73425.5
575,133538.7
576,57778.5
577,68416.4
578,24896.7
579,52046.7
580,94789.5
581,199780.3
582,283811.2
583,38624.5
584,16228.1
585,65965.9
586,60541.8
587,110123.6
588,50904.6
589,104971.0
590,144267.9
591,16401.0
592,146267.8
593,19528.1
594,51053.5
595,71847.1
596,297015.7
597,64055.0
598,155647.7
599,32655.2
600,53119.8
601,190919.7
602,191396.1
603,200052.1
604,131378.7
605,170395.6
606,148162.5
607,36790.4
608,64604.2
609,104284.0
610,24485.3
611,201823.9
612,34969.2
613,61912.7
614,125398.2
615,67491.0
616,90580.6
617,149236.4
618,59005.0
619,57162.9
620,29287.5
621,285637.1
622,5828.3
623,42637.1
624,134975.1
625,77922.6
626,81301.7
627,56471.1
628,71262.7
629,117178.4
630,62175.4
631,85719.5
632,176139.7
633,81774.1
634,21685.0
635,56676.7
