Id,Predicted
0,68683.5
1,39934.2
2,93187.0
3,197546.6
4,100727.2
5,269551.1
6,63616.3
7,364200.2
8,69343.1
9,89058.9
10,60306.3
11,51418.8
12,86531.2
13,922877.8
14,43043.5
15,53900.6
16,60429.4
17,129741.4
18,461821.8
19,23233.6
20,83672.9
21,87893.3
22,38554.1
23,46426.9
24,87497.6
25,80293.4
26,35320.5
27,163825.5
28,66055.1
29,605114.7
30,40379.2
31,21956.8
32,293073.7
33,103909.8
34,59385.4
35,242473.1
36,195005.8
37,22439.0
38,167419.7
39,139211.6
40,106982.2
41,14425.4
42,482111.4
43,68694.5
44,113940.2
45,682862.8
46,179307.5
47,45549.4
48,529212.9
49,57409.8
50,59531.4
51,149756.1
52,198751.3
53,48064.0
54,83198.3
55,128089.9
56,96610.5
57,33609.3
58,71218.9
59,81262.3
60,52354.4
61,355071.2
62,60115.2
63,58936.9
64,98574.3
65,286092.0
66,99671.3
67,32190.7
68,79309.3
69,79572.0
70,87429.0
71,67346.4
72,95828.9
73,100130.7
74,58450.8
75,59808.3
76,244599.1
77,41592.1
78,203976.3
79,51646.7
80,50779.4
81,59916.8
82,33286.5
83,39131.9
84,137613.3
85,210946.6
86,27676.9
87,48404.2
88,196559.3
89,60864.8
90,63793.1
91,59674.6
92,112600.4
93,158690.0
94,51439.0
95,48196.5
96,56036.9
97,28668.9
98,111270.8
99,136401.8
100,84774.2
101,47889.1
102,42041.6
103,61418.7
104,55282.9
105,67586.7
106,22721.0
107,21787.0
108,388567.5
109,88723.7
110,216046.7
111,72046.3
112,138257.2
113,59892.4
114,182732.6
115,51232.9
116,332797.2
117,82196.5
118,145563.8
119,11215.5
120,29473.0
121,84700.0
122,63922.3
123,162019.1
124,27555.3
125,205354.0
126,176145.2
127,70916.2
128,31879.6
129,12533.7
130,264868.0
131,20656.0
132,119278.1
133,41440.8
134,212676.7
135,76925.3
136,55522.1
137,74594.8
138,25657.5
139,95002.6
140,84083.6
141,85506.8
142,64370.8
143,76984.8
144,79218.7
145,173140.0
146,120895.0
147,22506.7
148,76694.6
149,80660.8
150,62470.2
151,210308.7
152,25879.4
153,175191.9
154,105179.1
155,153666.2
156,249436.5
157,54365.5
158,83608.3
159,55151.6
160,31346.5
161,244415.5
162,76554.5
163,123212.6
164,54727.8
165,145978.6
166,186999.2
167,86129.2
168,64194.1
169,22136.6
170,77191.2
171,34354.4
172,118868.8
173,157401.3
174,74690.0
175,59851.4
176,53638.9
177,24265.7
178,114359.8
179,91205.8
180,270739.4
181,97173.4
182,22093.2
183,26691.5
184,176527.0
185,67822.3
186,140003.8
187,74076.5
188,173198.8
189,527605.6
190,120365.6
191,43116.7
192,47923.0
193,20214.4
194,186557.1
195,141341.9
196,144365.5
197,402302.1
198,106395.2
199,195096.1
200,38945.3
201,57740.7
202,135070.4
203,191132.3
204,66642.0
205,63986.3
206,90350.4
207,157670.8
208,205628.8
209,16356.7
210,122320.1
211,53177.6
212,49980.5
213,72764.8
214,90490.5
215,77755.1
216,154908.5
217,52527.0
218,304719.7
219,564136.8
220,23965.6
221,85920.5
222,62438.1
223,33737.8
224,830913.2
225,48805.0
226,69520.3
227,92276.7
228,185400.2
229,41051.3
230,21126.8
231,142437.1
232,93759.3
233,49851.6
234,60679.4
235,121920.2
236,86163.3
237,105245.6
238,69214.9
239,160179.7
240,229226.3
241,66207.5
242,119327.9
243,97393.1
244,64469.7
245,42696.2
246,42513.3
247,161589.5
248,57492.9
249,60709.5
250,20561.3
251,148091.4
252,172118.8
253,58495.9
254,50167.7
255,85242.6
256,145638.5
257,7249.9
258,61751.7
259,95342.9
260,64226.6
261,178824.0
262,74298.1
263,158301.8
264,98007.4
265,538970.9
266,78418.2
267,45759.4
268,43023.5
269,95657.0
270,18926.2
271,75359.2
272,85780.8
273,97867.7
274,31731.8
275,58198.4
276,76750.8
277,107110.6
278,77605.9
279,81815.5
280,63167.0
281,108871.0
282,77977.8
283,292769.4
284,25328.5
285,165818.6
286,48307.6
287,54819.1
288,367679.5
289,813911.8
290,106081.9
291,63562.3
292,136683.5
293,49916.9
294,63990.8
295,48629.6
296,118622.0
297,60868.0
298,102824.3
299,144064.0
300,311171.0
301,132236.7
302,223642.3
303,34629.1
304,75399.4
305,104239.7
306,143317.3
307,58416.4
308,39744.3
309,47216.4
310,87831.8
311,86656.4
312,65289.4
313,144080.2
314,355381.7
315,60681.5
316,111316.6
317,72931.2
318,61806.6
319,120079.1
320,22407.1
321,89600.3
322,351665.3
323,88927.2
324,41878.1
325,74530.3
326,28927.7
327,59817.1
328,37184.8
329,401128.0
330,398122.2
331,118654.8
332,80826.8
333,74043.4
334,57144.7
335,98913.2
336,120940.4
337,25124.5
338,424203.7
339,58880.7
340,87202.5
341,100512.9
342,60750.1
343,24311.0
344,75254.8
345,131394.3
346,146908.1
347,81374.8
348,152979.3
349,21435.2
350,84207.9
351,60534.6
352,255821.5
353,21435.4
354,54007.9
355,85373.8
356,53070.5
357,71766.0
358,209142.7
359,166219.3
360,78514.1
361,35124.2
362,89405.1
363,42359.9
364,33865.6
365,22047.4
366,430317.3
367,165867.6
368,96109.1
369,210151.4
370,104243.1
371,574425.0
372,80922.1
373,15969.7
374,214489.0
375,72002.1
376,54939.2
377,21668.1
378,102494.3
379,72997.9
380,144536.4
381,70810.6
382,47583.2
383,114266.7
384,64254.0
385,43517.6
386,50320.4
387,80357.3
388,88029.9
389,20420.1
390,813270.3
391,42921.6
392,129577.9
393,78225.9
394,28058.6
395,26586.0
396,62014.0
397,92947.4
398,100138.2
399,23882.3
400,86726.7
401,131353.3
402,72402.7
403,23082.0
404,85421.5
405,60421.1
406,141154.7
407,15122.0
408,142708.4
409,79168.4
410,69737.9
411,368283.8
412,178457.3
413,57675.6
414,26469.8
415,67451.7
416,64435.5
417,57688.3
418,421321.8
419,65764.7
420,216925.2
421,20802.0
422,84514.0
423,55320.1
424,121090.7
425,66653.7
426,200897.2
427,64227.9
428,168036.7
429,82441.2
430,159180.0
431,168592.4
432,12314.5
433,46608.4
434,103104.0
435,92871.9
436,53980.8
437,81633.9
438,76141.9
439,99148.2
440,56766.8
441,37555.0
442,62122.7
443,80767.6
444,33457.7
445,323977.0
446,214676.8
447,26604.3
448,94338.8
449,208038.0
450,97399.2
451,44805.7
452,57085.3
453,75734.2
454,124556.8
455,67011.2
456,54120.5
457,88208.8
458,98403.3
459,34544.9
460,55837.1
461,92972.7
462,49474.2
463,327392.9
464,75625.2
465,113900.5
466,67089.7
467,104103.9
468,72749.9
469,66904.8
470,89119.3
471,77968.8
472,20460.2
473,494133.3
474,24721.7
475,69149.6
476,68083.9
477,19406.0
478,20623.1
479,59985.6
480,173047.7
481,58680.1
482,20218.0
483,65006.8
484,50752.3
485,99444.2
486,31401.6
487,126799.8
488,132020.5
489,61577.4
490,57132.0
491,77008.7
492,69938.0
493,69608.9
494,58439.7
495,58885.8
496,33339.3
497,47498.2
498,73653.9
499,46027.2
500,54719.6
501,429846.1
502,22523.3
503,63293.8
504,193271.9
505,88538.8
506,90093.7
507,108218.2
508,55904.6
509,198870.4
510,22829.8
511,152702.8
512,94622.0
513,58229.6
514,65011.5
515,52978.8
516,103900.0
517,45174.5
518,68563.4
519,98783.0
520,67190.1
521,48946.3
522,66819.7
523,163337.9
524,288383.0
525,87082.9
526,60001.5
527,225503.5
528,1046127.1
529,81299.8
530,73571.3
531,134760.0
532,220736.1
533,76743.1
534,340518.2
